instrument_id	display_name	category	folder_relpath	sfz_relpath	zones_file	zone_count
chordophones_zithers_grand_piano_kawai	Grand Piano, Kawai	Chordophones/Zithers	Chordophones/Zithers/Grand Piano, Kawai	Chordophones/Zithers/Grand Piano, Kawai.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Grand Piano, Kawai/tables/chordophones_zithers_grand_piano_kawai.zones.tsv	222
chordophones_zithers_grand_piano_steinway_b	Grand Piano, Steinway B	Chordophones/Zithers	Chordophones/Zithers/Grand Piano, Steinway B	Chordophones/Zithers/Grand Piano, Steinway B.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Grand Piano, Steinway B/tables/chordophones_zithers_grand_piano_steinway_b.zones.tsv	351
chordophones_zithers_harpsichord_english_keyswitch	Harpsichord, English - Keyswitch	Chordophones/Zithers	Chordophones/Zithers/Harpsichord, English	Chordophones/Zithers/Harpsichord, English - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Harpsichord, English/tables/chordophones_zithers_harpsichord_english_keyswitch.zones.tsv	107
chordophones_zithers_harpsichord_english_lute	Harpsichord, English - Lute	Chordophones/Zithers	Chordophones/Zithers/Harpsichord, English	Chordophones/Zithers/Harpsichord, English - Lute.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Harpsichord, English/tables/chordophones_zithers_harpsichord_english_lute.zones.tsv	53
chordophones_zithers_harpsichord_english_normal	Harpsichord, English - Normal	Chordophones/Zithers	Chordophones/Zithers/Harpsichord, English	Chordophones/Zithers/Harpsichord, English - Normal.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Harpsichord, English/tables/chordophones_zithers_harpsichord_english_normal.zones.tsv	54
chordophones_zithers_harpsichord_flemish_4	Harpsichord, Flemish - 4'	Chordophones/Zithers	Chordophones/Zithers/Harpsichord, Flemish	Chordophones/Zithers/Harpsichord, Flemish - 4'.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Harpsichord, Flemish/tables/chordophones_zithers_harpsichord_flemish_4.zones.tsv	52
chordophones_zithers_harpsichord_flemish_8	Harpsichord, Flemish - 8'	Chordophones/Zithers	Chordophones/Zithers/Harpsichord, Flemish	Chordophones/Zithers/Harpsichord, Flemish - 8'.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Harpsichord, Flemish/tables/chordophones_zithers_harpsichord_flemish_8.zones.tsv	56
chordophones_zithers_harpsichord_flemish_full	Harpsichord, Flemish - Full	Chordophones/Zithers	Chordophones/Zithers/Harpsichord, Flemish	Chordophones/Zithers/Harpsichord, Flemish - Full.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Harpsichord, Flemish/tables/chordophones_zithers_harpsichord_flemish_full.zones.tsv	108
chordophones_zithers_harpsichord_flemish_keyswitch	Harpsichord, Flemish - Keyswitch	Chordophones/Zithers	Chordophones/Zithers/Harpsichord, Flemish	Chordophones/Zithers/Harpsichord, Flemish - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Harpsichord, Flemish/tables/chordophones_zithers_harpsichord_flemish_keyswitch.zones.tsv	216
chordophones_zithers_harpsichord_french	Harpsichord, French	Chordophones/Zithers	Chordophones/Zithers/Harpsichord, French	Chordophones/Zithers/Harpsichord, French.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Harpsichord, French/tables/chordophones_zithers_harpsichord_french.zones.tsv	58
chordophones_zithers_harpsichord_italian	Harpsichord, Italian	Chordophones/Zithers	Chordophones/Zithers/Harpsichord, Italian	Chordophones/Zithers/Harpsichord, Italian.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Harpsichord, Italian/tables/chordophones_zithers_harpsichord_italian.zones.tsv	63
chordophones_zithers_harpsichord_unk	Harpsichord, Unk	Chordophones/Zithers	Chordophones/Zithers/Harpsichord, Unk	Chordophones/Zithers/Harpsichord, Unk.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Harpsichord, Unk/tables/chordophones_zithers_harpsichord_unk.zones.tsv	122
chordophones_zithers_psaltery_bowed_and_plucked_keyswitch	Psaltery, Bowed and Plucked - Keyswitch	Chordophones/Zithers	Chordophones/Zithers/Psaltery, Bowed and Plucked	Chordophones/Zithers/Psaltery, Bowed and Plucked - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Psaltery, Bowed and Plucked/tables/chordophones_zithers_psaltery_bowed_and_plucked_keyswitch.zones.tsv	33
chordophones_zithers_psaltery_bowed_and_plucked_longbow	Psaltery, Bowed and Plucked - LongBow	Chordophones/Zithers	Chordophones/Zithers/Psaltery, Bowed and Plucked	Chordophones/Zithers/Psaltery, Bowed and Plucked - LongBow.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Psaltery, Bowed and Plucked/tables/chordophones_zithers_psaltery_bowed_and_plucked_longbow.zones.tsv	11
chordophones_zithers_psaltery_bowed_and_plucked_pluck	Psaltery, Bowed and Plucked - Pluck	Chordophones/Zithers	Chordophones/Zithers/Psaltery, Bowed and Plucked	Chordophones/Zithers/Psaltery, Bowed and Plucked - Pluck.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Psaltery, Bowed and Plucked/tables/chordophones_zithers_psaltery_bowed_and_plucked_pluck.zones.tsv	11
chordophones_zithers_psaltery_bowed_and_plucked_spiccato	Psaltery, Bowed and Plucked - Spiccato	Chordophones/Zithers	Chordophones/Zithers/Psaltery, Bowed and Plucked	Chordophones/Zithers/Psaltery, Bowed and Plucked - Spiccato.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Psaltery, Bowed and Plucked/tables/chordophones_zithers_psaltery_bowed_and_plucked_spiccato.zones.tsv	11
chordophones_zithers_upright_piano_knight	Upright Piano, Knight	Chordophones/Zithers	Chordophones/Zithers/Upright Piano, Knight	Chordophones/Zithers/Upright Piano, Knight.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Upright Piano, Knight/tables/chordophones_zithers_upright_piano_knight.zones.tsv	143
chordophones_zithers_upright_piano_yamaha	Upright Piano, Yamaha	Chordophones/Zithers	Chordophones/Zithers/Upright Piano, Yamaha	Chordophones/Zithers/Upright Piano, Yamaha.sfz	../instruments/VCSL-1.2.2-RC/Chordophones/Zithers/Upright Piano, Yamaha/tables/chordophones_zithers_upright_piano_yamaha.zones.tsv	136
electrophones_tx81z_clavisynth	TX81Z - Clavisynth	Electrophones/TX81Z - Clavisynth.sfz	Electrophones/TX81Z	Electrophones/TX81Z - Clavisynth.sfz	../instruments/VCSL-1.2.2-RC/Electrophones/TX81Z/tables/electrophones_tx81z_clavisynth.zones.tsv	57
electrophones_tx81z_fm_piano	TX81Z - FM Piano	Electrophones/TX81Z - FM Piano.sfz	Electrophones/TX81Z	Electrophones/TX81Z - FM Piano.sfz	../instruments/VCSL-1.2.2-RC/Electrophones/TX81Z/tables/electrophones_tx81z_fm_piano.zones.tsv	66
electrophones_tx81z_keyswitch	TX81Z - Keyswitch	Electrophones/TX81Z - Keyswitch.sfz	Electrophones/TX81Z	Electrophones/TX81Z - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Electrophones/TX81Z/tables/electrophones_tx81z_keyswitch.zones.tsv	189
electrophones_tx81z_piano_1	TX81Z - Piano 1	Electrophones/TX81Z - Piano 1.sfz	Electrophones/TX81Z	Electrophones/TX81Z - Piano 1.sfz	../instruments/VCSL-1.2.2-RC/Electrophones/TX81Z/tables/electrophones_tx81z_piano_1.zones.tsv	66
idiophones_friction_idiophones_wine_glasses_fast	Wine Glasses - Fast	Idiophones/Friction Idiophones	Idiophones/Friction Idiophones/Wine Glasses	Idiophones/Friction Idiophones/Wine Glasses - Fast.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Friction Idiophones/Wine Glasses/tables/idiophones_friction_idiophones_wine_glasses_fast.zones.tsv	8
idiophones_friction_idiophones_wine_glasses_keyswitch	Wine Glasses - Keyswitch	Idiophones/Friction Idiophones	Idiophones/Friction Idiophones/Wine Glasses	Idiophones/Friction Idiophones/Wine Glasses - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Friction Idiophones/Wine Glasses/tables/idiophones_friction_idiophones_wine_glasses_keyswitch.zones.tsv	16
idiophones_friction_idiophones_wine_glasses_slow	Wine Glasses - Slow	Idiophones/Friction Idiophones	Idiophones/Friction Idiophones/Wine Glasses	Idiophones/Friction Idiophones/Wine Glasses - Slow.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Friction Idiophones/Wine Glasses/tables/idiophones_friction_idiophones_wine_glasses_slow.zones.tsv	8
idiophones_plucked_idiophones_kalimba_kenya	Kalimba, Kenya	Idiophones/Plucked Idiophones	Idiophones/Plucked Idiophones/Kalimba, Kenya	Idiophones/Plucked Idiophones/Kalimba, Kenya.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Plucked Idiophones/Kalimba, Kenya/tables/idiophones_plucked_idiophones_kalimba_kenya.zones.tsv	15
idiophones_plucked_idiophones_kalimba_tanzania	Kalimba, Tanzania	Idiophones/Plucked Idiophones	Idiophones/Plucked Idiophones/Kalimba, Tanzania	Idiophones/Plucked Idiophones/Kalimba, Tanzania.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Plucked Idiophones/Kalimba, Tanzania/tables/idiophones_plucked_idiophones_kalimba_tanzania.zones.tsv	27
idiophones_plucked_idiophones_mbira_mavembe_gandanga_zimbabwe_low_g	Mbira Mavembe (Gandanga), Zimbabwe, Low G	Idiophones/Plucked Idiophones	Idiophones/Plucked Idiophones/Mbira Mavembe (Gandanga), Zimbabwe, Low G	Idiophones/Plucked Idiophones/Mbira Mavembe (Gandanga), Zimbabwe, Low G.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Plucked Idiophones/Mbira Mavembe (Gandanga), Zimbabwe, Low G/tables/idiophones_plucked_idiophones_mbira_mavembe_gandanga_zimbabwe_low_g.zones.tsv	24
idiophones_plucked_idiophones_mbira_dzavadzimu_nyamaropa_zimbabwe_low_b	Mbira dzaVadzimu Nyamaropa, Zimbabwe, Low B	Idiophones/Plucked Idiophones	Idiophones/Plucked Idiophones/Mbira dzaVadzimu Nyamaropa, Zimbabwe, Low B	Idiophones/Plucked Idiophones/Mbira dzaVadzimu Nyamaropa, Zimbabwe, Low B.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Plucked Idiophones/Mbira dzaVadzimu Nyamaropa, Zimbabwe, Low B/tables/idiophones_plucked_idiophones_mbira_dzavadzimu_nyamaropa_zimbabwe_low_b.zones.tsv	24
idiophones_plucked_idiophones_nyunga_nyunga_mozambique_low_f	Nyunga Nyunga, Mozambique, Low F	Idiophones/Plucked Idiophones	Idiophones/Plucked Idiophones/Nyunga Nyunga, Mozambique, Low F	Idiophones/Plucked Idiophones/Nyunga Nyunga, Mozambique, Low F.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Plucked Idiophones/Nyunga Nyunga, Mozambique, Low F/tables/idiophones_plucked_idiophones_nyunga_nyunga_mozambique_low_f.zones.tsv	19
idiophones_struck_idiophones_agogo_bells	Agogo Bells	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Agogo Bells	Idiophones/Struck Idiophones/Agogo Bells.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Agogo Bells/tables/idiophones_struck_idiophones_agogo_bells.zones.tsv	5
idiophones_struck_idiophones_anvil	Anvil	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Anvil	Idiophones/Struck Idiophones/Anvil.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Anvil/tables/idiophones_struck_idiophones_anvil.zones.tsv	9
idiophones_struck_idiophones_balafon_hard_mallet	Balafon - Hard Mallet	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Balafon	Idiophones/Struck Idiophones/Balafon - Hard Mallet.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Balafon/tables/idiophones_struck_idiophones_balafon_hard_mallet.zones.tsv	18
idiophones_struck_idiophones_balafon_keyswitch	Balafon - Keyswitch	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Balafon	Idiophones/Struck Idiophones/Balafon - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Balafon/tables/idiophones_struck_idiophones_balafon_keyswitch.zones.tsv	54
idiophones_struck_idiophones_balafon_soft_mallet	Balafon - Soft Mallet	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Balafon	Idiophones/Struck Idiophones/Balafon - Soft Mallet.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Balafon/tables/idiophones_struck_idiophones_balafon_soft_mallet.zones.tsv	18
idiophones_struck_idiophones_balafon_traditional_mallet	Balafon - Traditional Mallet	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Balafon	Idiophones/Struck Idiophones/Balafon - Traditional Mallet.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Balafon/tables/idiophones_struck_idiophones_balafon_traditional_mallet.zones.tsv	18
idiophones_struck_idiophones_bell_tree_individual	Bell Tree - Individual	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Bell Tree	Idiophones/Struck Idiophones/Bell Tree - Individual.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Bell Tree/tables/idiophones_struck_idiophones_bell_tree_individual.zones.tsv	6
idiophones_struck_idiophones_bell_tree_keyswitch	Bell Tree - Keyswitch	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Bell Tree	Idiophones/Struck Idiophones/Bell Tree - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Bell Tree/tables/idiophones_struck_idiophones_bell_tree_keyswitch.zones.tsv	16
idiophones_struck_idiophones_bell_tree_legacy	Bell Tree - Legacy	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Bell Tree - Legacy	Idiophones/Struck Idiophones/Bell Tree - Legacy.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Bell Tree - Legacy/tables/idiophones_struck_idiophones_bell_tree_legacy.zones.tsv	5
idiophones_struck_idiophones_bell_tree_stroke	Bell Tree - Stroke	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Bell Tree	Idiophones/Struck Idiophones/Bell Tree - Stroke.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Bell Tree/tables/idiophones_struck_idiophones_bell_tree_stroke.zones.tsv	5
idiophones_struck_idiophones_brake_drum	Brake Drum	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Brake Drum	Idiophones/Struck Idiophones/Brake Drum.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Brake Drum/tables/idiophones_struck_idiophones_brake_drum.zones.tsv	17
idiophones_struck_idiophones_cabasa	Cabasa	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Cabasa	Idiophones/Struck Idiophones/Cabasa.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Cabasa/tables/idiophones_struck_idiophones_cabasa.zones.tsv	6
idiophones_struck_idiophones_cajon	Cajon	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Cajon	Idiophones/Struck Idiophones/Cajon.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Cajon/tables/idiophones_struck_idiophones_cajon.zones.tsv	18
idiophones_struck_idiophones_claps	Claps	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Claps	Idiophones/Struck Idiophones/Claps.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Claps/tables/idiophones_struck_idiophones_claps.zones.tsv	10
idiophones_struck_idiophones_clash_cymbals_1	Clash Cymbals 1	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Clash Cymbals 1	Idiophones/Struck Idiophones/Clash Cymbals 1.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Clash Cymbals 1/tables/idiophones_struck_idiophones_clash_cymbals_1.zones.tsv	10
idiophones_struck_idiophones_clash_cymbals_2	Clash Cymbals 2	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Clash Cymbals 2	Idiophones/Struck Idiophones/Clash Cymbals 2.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Clash Cymbals 2/tables/idiophones_struck_idiophones_clash_cymbals_2.zones.tsv	5
idiophones_struck_idiophones_claves	Claves	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Claves	Idiophones/Struck Idiophones/Claves.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Claves/tables/idiophones_struck_idiophones_claves.zones.tsv	6
idiophones_struck_idiophones_cowbells	Cowbells	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Cowbells	Idiophones/Struck Idiophones/Cowbells.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Cowbells/tables/idiophones_struck_idiophones_cowbells.zones.tsv	13
idiophones_struck_idiophones_finger_cymbals	Finger Cymbals	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Finger Cymbals	Idiophones/Struck Idiophones/Finger Cymbals.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Finger Cymbals/tables/idiophones_struck_idiophones_finger_cymbals.zones.tsv	1
idiophones_struck_idiophones_flexatone	Flexatone	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Flexatone	Idiophones/Struck Idiophones/Flexatone.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Flexatone/tables/idiophones_struck_idiophones_flexatone.zones.tsv	8
idiophones_struck_idiophones_glockenspiel	Glockenspiel	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Glockenspiel	Idiophones/Struck Idiophones/Glockenspiel.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Glockenspiel/tables/idiophones_struck_idiophones_glockenspiel.zones.tsv	18
idiophones_struck_idiophones_gong_1	Gong 1	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Gong 1	Idiophones/Struck Idiophones/Gong 1.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Gong 1/tables/idiophones_struck_idiophones_gong_1.zones.tsv	7
idiophones_struck_idiophones_gong_2	Gong 2	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Gong 2	Idiophones/Struck Idiophones/Gong 2.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Gong 2/tables/idiophones_struck_idiophones_gong_2.zones.tsv	6
idiophones_struck_idiophones_guiro_keyswitch	Guiro - Keyswitch	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Guiro	Idiophones/Struck Idiophones/Guiro - Keyswitch.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Guiro/tables/idiophones_struck_idiophones_guiro_keyswitch.zones.tsv	14
idiophones_struck_idiophones_guiro_legacy	Guiro - Legacy	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Guiro	Idiophones/Struck Idiophones/Guiro - Legacy.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Guiro/tables/idiophones_struck_idiophones_guiro_legacy.zones.tsv	9
idiophones_struck_idiophones_guiro	Guiro	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Guiro	Idiophones/Struck Idiophones/Guiro.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Guiro/tables/idiophones_struck_idiophones_guiro.zones.tsv	5
idiophones_struck_idiophones_hand_bells_nepalese	Hand Bells, Nepalese	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Hand Bells, Nepalese	Idiophones/Struck Idiophones/Hand Bells, Nepalese.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Hand Bells, Nepalese/tables/idiophones_struck_idiophones_hand_bells_nepalese.zones.tsv	3
idiophones_struck_idiophones_hand_chimes	Hand Chimes	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Hand Chimes	Idiophones/Struck Idiophones/Hand Chimes.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Hand Chimes/tables/idiophones_struck_idiophones_hand_chimes.zones.tsv	19
idiophones_struck_idiophones_hi_hat_cymbal	Hi-Hat Cymbal	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Hi-Hat Cymbal	Idiophones/Struck Idiophones/Hi-Hat Cymbal.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Hi-Hat Cymbal/tables/idiophones_struck_idiophones_hi_hat_cymbal.zones.tsv	15
idiophones_struck_idiophones_marimba	Marimba	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Marimba	Idiophones/Struck Idiophones/Marimba.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Marimba/tables/idiophones_struck_idiophones_marimba.zones.tsv	30
idiophones_struck_idiophones_mark_trees	Mark Trees	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Mark Trees	Idiophones/Struck Idiophones/Mark Trees.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Mark Trees/tables/idiophones_struck_idiophones_mark_trees.zones.tsv	6
idiophones_struck_idiophones_ratchet	Ratchet	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Ratchet	Idiophones/Struck Idiophones/Ratchet.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Ratchet/tables/idiophones_struck_idiophones_ratchet.zones.tsv	8
idiophones_struck_idiophones_shaker_legacy	Shaker - Legacy	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Shaker - Legacy	Idiophones/Struck Idiophones/Shaker - Legacy.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Shaker - Legacy/tables/idiophones_struck_idiophones_shaker_legacy.zones.tsv	2
idiophones_struck_idiophones_shaker_large	Shaker, Large	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Shaker, Large	Idiophones/Struck Idiophones/Shaker, Large.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Shaker, Large/tables/idiophones_struck_idiophones_shaker_large.zones.tsv	6
idiophones_struck_idiophones_shaker_small	Shaker, Small	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Shaker, Small	Idiophones/Struck Idiophones/Shaker, Small.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Shaker, Small/tables/idiophones_struck_idiophones_shaker_small.zones.tsv	16
idiophones_struck_idiophones_slapstick	Slapstick	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Slapstick	Idiophones/Struck Idiophones/Slapstick.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Slapstick/tables/idiophones_struck_idiophones_slapstick.zones.tsv	5
idiophones_struck_idiophones_sleigh_bells	Sleigh Bells	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Sleigh Bells	Idiophones/Struck Idiophones/Sleigh Bells.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Sleigh Bells/tables/idiophones_struck_idiophones_sleigh_bells.zones.tsv	6
idiophones_struck_idiophones_slit_drum	Slit Drum	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Slit Drum	Idiophones/Struck Idiophones/Slit Drum.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Slit Drum/tables/idiophones_struck_idiophones_slit_drum.zones.tsv	6
idiophones_struck_idiophones_suspended_cymbal_1	Suspended Cymbal 1	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Suspended Cymbal 1	Idiophones/Struck Idiophones/Suspended Cymbal 1.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Suspended Cymbal 1/tables/idiophones_struck_idiophones_suspended_cymbal_1.zones.tsv	22
idiophones_struck_idiophones_suspended_cymbal_2	Suspended Cymbal 2	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Suspended Cymbal 2	Idiophones/Struck Idiophones/Suspended Cymbal 2.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Suspended Cymbal 2/tables/idiophones_struck_idiophones_suspended_cymbal_2.zones.tsv	23
idiophones_struck_idiophones_tambourine_1	Tambourine 1	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Tambourine 1	Idiophones/Struck Idiophones/Tambourine 1.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Tambourine 1/tables/idiophones_struck_idiophones_tambourine_1.zones.tsv	7
idiophones_struck_idiophones_tambourine_2	Tambourine 2	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Tambourine 2	Idiophones/Struck Idiophones/Tambourine 2.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Tambourine 2/tables/idiophones_struck_idiophones_tambourine_2.zones.tsv	7
idiophones_struck_idiophones_tambourine_3_legacy	Tambourine 3 - Legacy	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Tambourine 3 - Legacy	Idiophones/Struck Idiophones/Tambourine 3 - Legacy.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Tambourine 3 - Legacy/tables/idiophones_struck_idiophones_tambourine_3_legacy.zones.tsv	4
idiophones_struck_idiophones_tambourine_4_legacy	Tambourine 4 - Legacy	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Tambourine 4 - Legacy	Idiophones/Struck Idiophones/Tambourine 4 - Legacy.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Tambourine 4 - Legacy/tables/idiophones_struck_idiophones_tambourine_4_legacy.zones.tsv	6
idiophones_struck_idiophones_tambourine_5_legacy	Tambourine 5 - Legacy	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Tambourine 5 - Legacy	Idiophones/Struck Idiophones/Tambourine 5 - Legacy.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Tambourine 5 - Legacy/tables/idiophones_struck_idiophones_tambourine_5_legacy.zones.tsv	9
idiophones_struck_idiophones_triangles	Triangles	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Triangles	Idiophones/Struck Idiophones/Triangles.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Triangles/tables/idiophones_struck_idiophones_triangles.zones.tsv	37
idiophones_struck_idiophones_tubular_bells_1	Tubular Bells 1	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Tubular Bells 1	Idiophones/Struck Idiophones/Tubular Bells 1.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Tubular Bells 1/tables/idiophones_struck_idiophones_tubular_bells_1.zones.tsv	18
idiophones_struck_idiophones_tubular_bells_2	Tubular Bells 2	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Tubular Bells 2	Idiophones/Struck Idiophones/Tubular Bells 2.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Tubular Bells 2/tables/idiophones_struck_idiophones_tubular_bells_2.zones.tsv	22
idiophones_struck_idiophones_tubular_bells_3_legacy	Tubular Bells 3 - Legacy	Idiophones/Struck Idiophones	Idiophones/Struck Idiophones/Tubular Bells 3 - Legacy	Idiophones/Struck Idiophones/Tubular Bells 3 - Legacy.sfz	../instruments/VCSL-1.2.2-RC/Idiophones/Struck Idiophones/Tubular Bells 3 - Legacy/tables/idiophones_struck_idiophones_tubular_bells_3_legacy.zones.tsv	18
